ACCNUM,ObjectId,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY
1522941,16822,Pedestrian,20 to 24,3,NULL,West,NULL,NULL,NULL,NULL,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1533233,16823,Driver,65 to 69,1,NULL,North,Pick Up Truck,Turning Right,Improper Turn,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1533233,16824,Motorcycle Driver,25 to 29,4,NULL,East,Motorcycle,Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1535541,16825,Motorcycle Driver,30 to 34,4,NULL,North,Motorcycle,Unknown,Lost control,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
1535541,16826,Motorcycle Passenger,30 to 34,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
1600299,16848,Cyclist,50 to 54,4,NULL,South,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,NULL,Driving Properly,Normal,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1551312,16828,Cyclist,10 to 14,4,NULL,East,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,NULL,Disobeyed Traffic Control,Inattentive,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1551312,16829,Driver,80 to 84,1,NULL,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1554066,16830,Driver,60 to 64,1,NULL,East,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,Yes,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1554066,16831,Motorcycle Driver,55 to 59,4,NULL,South,Motorcycle,Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,Yes,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1554066,16832,Driver,35 to 39,1,NULL,North,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,Yes,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1558610,16833,Motorcycle Driver,30 to 34,4,NULL,South,Motorcycle,Going Ahead,Exceeding Speed Limit,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL
1566873,16840,Pedestrian,20 to 24,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,Yes,NULL,NULL
1558610,16834,Truck Driver,60 to 64,1,NULL,North,"Truck - Closed (Blazer, etc)",Turning Left,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL
1566873,16835,Driver,40 to 44,3,NULL,East,"Automobile, Station Wagon",Turning Right,Disobeyed Traffic Control,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,Yes,NULL,NULL
1566873,16836,Driver,45 to 49,5,NULL,South,Delivery Van,Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,Yes,NULL,NULL
1566873,16837,Driver,50 to 54,3,NULL,South,Delivery Van,Going Ahead,Driving Properly,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,Yes,NULL,NULL
1566873,16838,Passenger,45 to 49,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,Yes,NULL,NULL
1566873,16839,Passenger,20 to 24,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,Yes,NULL,NULL
1567749,16841,Driver,20 to 24,1,NULL,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1567749,16842,Pedestrian,30 to 34,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1573372,16843,Driver,25 to 29,1,NULL,West,"Automobile, Station Wagon",Merging,Failed to Yield Right of Way,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1573372,16844,Motorcycle Driver,60 to 64,4,NULL,North,Motorcycle,Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1584883,16845,Driver,unknown,1,NULL,West,NULL,Going Ahead,Other,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1584883,16846,Cyclist,40 to 44,4,NULL,North,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,NULL,Driving Properly,Normal,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1600299,16847,Driver,30 to 34,1,NULL,South,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1603307,16849,Cyclist,30 to 34,4,NULL,East,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,NULL,Wrong Way on One Way Road,Normal,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1603307,16850,Driver,25 to 29,1,NULL,North,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1604895,16851,Motorcycle Driver,40 to 44,4,NULL,East,Motorcycle,Going Ahead,Speed too Fast For Condition,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL
1604895,16852,Driver,30 to 34,1,NULL,East,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL
1630486,16853,Driver,75 to 79,1,NULL,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1630486,16854,Motorcycle Driver,25 to 29,4,NULL,South,Motorcycle,Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1636966,16855,Driver,unknown,1,NULL,North,"Automobile, Station Wagon",Going Ahead,Improper Passing,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1636966,16856,Cyclist,25 to 29,4,NULL,North,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,NULL,Driving Properly,Normal,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1650701,16857,Driver,65 to 69,1,NULL,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
1650701,16858,Driver,30 to 34,3,NULL,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
1650701,16859,Passenger,10 to 14,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
1650875,16860,Driver,50 to 54,1,NULL,East,"Automobile, Station Wagon",Slowing or Stopping,Improper Lane Change,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7000776224,13212,Truck Driver,60 to 64,1,NULL,South,"Truck - Closed (Blazer, etc)",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7000781355,13213,Pedestrian,25 to 29,4,NULL,North,NULL,NULL,NULL,NULL,NULL,Other,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7000781355,13214,Driver,unknown,1,NULL,North,"Automobile, Station Wagon",Going Ahead,Improper Lane Change,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7000786056,13215,Driver,40 to 44,1,NULL,East,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
7000786056,13216,Driver,20 to 24,4,NULL,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
7000786056,13217,Passenger,20 to 24,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
7000787575,13218,Driver,unknown,1,NULL,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
7000787575,13219,Pedestrian,65 to 69,4,NULL,West,NULL,NULL,NULL,NULL,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
7000203536,13220,Driver,15 to 19,1,NULL,West,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL
6001979162,13221,Driver,50 to 54,3,NULL,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
7001375273,13222,Driver,25 to 29,4,NULL,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL
6002215528,13223,Pedestrian,50 to 54,4,NULL,North,NULL,NULL,NULL,NULL,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7001375273,13224,Driver,45 to 49,1,NULL,South,Municipal Transit Bus (TTC),Turning Left,Improper Turn,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL
7000957172,13225,Motorcycle Driver,30 to 34,4,NULL,West,Motorcycle,Slowing or Stopping,Speed too Fast For Condition,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL
7000214156,13226,Driver,20 to 24,4,NULL,South,"Automobile, Station Wagon",Going Ahead,Other,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7000787795,13227,Passenger,0 to 4,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,Yes
7001383604,13228,Driver,20 to 24,1,NULL,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
6001979162,13229,Passenger,55 to 59,3,NULL,NULL,"Automobile, Station Wagon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
6002227092,13230,Driver,25 to 29,1,NULL,East,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7001383604,13231,Driver,60 to 64,1,NULL,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
7000960688,13232,Driver,50 to 54,3,NULL,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
7001556385,13233,Motorcycle Driver,75 to 79,4,NULL,East,Motorcycle,Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
7001157436,13234,Pedestrian,15 to 19,4,NULL,West,NULL,NULL,NULL,NULL,Vehicle is going straight thru inter.while ped cross without ROW,Coming From Behind Parked Vehicle,Inattentive,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7000214156,13235,Driver,45 to 49,1,NULL,East,"Automobile, Station Wagon",Going Ahead,Other,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7000787795,13236,Passenger,25 to 29,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,Yes
6001979162,13237,Pedestrian,25 to 29,4,NULL,Unknown,NULL,NULL,NULL,NULL,Pedestrian hit on sidewalk or shoulder,NULL,Unknown,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
6002227092,13238,Pedestrian,65 to 69,4,NULL,Unknown,NULL,NULL,NULL,NULL,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Running onto Roadway,Other,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7001383604,13239,Passenger,35 to 39,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
7000960688,13240,Driver,80 to 84,3,NULL,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
7001157981,13241,Driver,35 to 39,1,NULL,West,"Automobile, Station Wagon",Turning Left,Improper Turn,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
7000222779,13242,Driver,20 to 24,4,NULL,West,"Automobile, Station Wagon",Going Ahead,Other,Had Been Drinking,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7001556385,13243,Driver,55 to 59,1,NULL,East,"Automobile, Station Wagon",Going Ahead,Improper Passing,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
7000787795,13244,Driver,40 to 44,3,NULL,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,Yes
6001982704,13245,Driver,40 to 44,1,NULL,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
7001383874,13246,Cyclist,30 to 34,4,NULL,East,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Failed to Yield Right of Way,Inattentive,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6002241239,13247,Driver,65 to 69,1,NULL,South,Passenger Van,Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
7000960688,13248,Pedestrian,20 to 24,4,NULL,Unknown,NULL,NULL,NULL,NULL,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
7000961019,13249,Driver,40 to 44,1,NULL,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7000961019,13250,Pedestrian,15 to 19,2,25,West,NULL,NULL,NULL,NULL,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7000961019,13251,Pedestrian,15 to 19,4,NULL,West,NULL,NULL,NULL,NULL,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7000963426,13252,Cyclist,15 to 19,4,NULL,North,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Normal,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7000963426,13253,Driver,35 to 39,1,NULL,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7000964313,13254,Driver,30 to 34,4,NULL,North,Pick Up Truck,Going Ahead,Lost control,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7000970282,13255,Driver,55 to 59,1,NULL,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7000970282,13256,Pedestrian,60 to 64,4,NULL,North,NULL,NULL,NULL,NULL,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7000972243,13257,Driver,30 to 34,1,NULL,North,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7000972243,13258,Motorcycle Driver,25 to 29,4,NULL,South,Motorcycle,Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7000981173,13259,Pedestrian,20 to 24,4,NULL,South,NULL,NULL,NULL,NULL,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
7000981173,13260,Driver,35 to 39,5,NULL,West,Pick Up Truck,Going Ahead,Failed to Yield Right of Way,Had Been Drinking,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
7000983227,13261,Driver,55 to 59,1,NULL,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
7000983227,13262,Pedestrian,70 to 74,2,26,Unknown,NULL,NULL,NULL,NULL,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
7001005616,13263,Driver,unknown,1,NULL,West,"Automobile, Station Wagon",Going Ahead,Improper Passing,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
7001005616,13264,Cyclist,40 to 44,4,NULL,West,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
7000998235,13265,Driver,30 to 34,1,NULL,East,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
7000998235,13266,Motorcycle Driver,60 to 64,4,NULL,South,Motorcycle,Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
7000998235,13267,Passenger,55 to 59,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
7001001490,13268,Motorcycle Driver,25 to 29,4,NULL,South,Motorcycle,Slowing or Stopping,Lost control,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7001003309,13269,Pedestrian,20 to 24,4,NULL,Unknown,NULL,NULL,NULL,NULL,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7001003309,13270,Driver,40 to 44,1,NULL,South,"Automobile, Station Wagon",Going Ahead,Lost control,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7001007745,13271,Driver,50 to 54,1,NULL,East,Pick Up Truck,Turning Left,Failed to Yield Right of Way,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
7001007745,13272,Cyclist,65 to 69,4,NULL,West,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,Motorist turned left across cyclists path.,Driving Properly,Normal,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
7001007889,13273,Driver,55 to 59,1,NULL,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
7001007889,13274,Cyclist,25 to 29,4,NULL,East,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,Motorist turned left across cyclists path.,Driving Properly,Normal,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
7001016401,13275,Truck Driver,35 to 39,1,NULL,East,"Truck - Closed (Blazer, etc)",Going Ahead,Other,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
