ACCNUM,INVTYPE,INVAGE,INJURY_ID,VEHTYPE,SPEEDING,REDLIGHT,ALCOHOL,YEAR,DATE,TIME,HOUR,STREET1,STREET2,ROAD_CLASS_ID,LOCCOORD,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,Longitude,Latitude,Month,Day_of_Week
1256019,Passenger,15 to 19,3.0,Other,,,,2011,2011-07-29,1450,14,CONSILIUM PL,CORPORATE DR,2.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.2511,43.7796,July,Friday
1256431,Passenger,55 to 59,5.0,Other,Yes,,Yes,2011,2011-08-03,1604,16,GERRARD Stre E,SCARBOROUGH Road,3.0,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.2894,43.6862,August,Wednesday
1256606,Driver,45 to 49,1.0,"Automobile, Station Wagon",,,,2011,2011-08-03,1842,18,AILEEN AVE,KEELE ST,4.0,Mid-Block,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,-79.4714,43.6833,August,Wednesday
1256647,Driver,55 to 59,1.0,"Automobile, Station Wagon",,,,2011,2011-09-01,2035,20,HOLLISTER RD,INVERDON RD,4.0,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5731,43.6648,September,Thursday
1256813,Vehicle Owner,unknown,,Other,,,,2011,2011-10-01,1248,12,WILLIAM R ALLEN RD N,SHEPPARD AVE W,1.0,Mid-Block,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,-79.4623,43.7479,October,Saturday
1257236,Moped Driver,40 to 44,4.0,Moped,,,,2011,2011-08-05,1509,15,DEWSON ST,OSSINGTON AVE,3.0,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.4236,43.6569,August,Friday
1257392,Vehicle Owner,unknown,,Other,,,Yes,2011,2011-08-07,137,1,BLACK CREEK DR,PHOTOGRAPHY DR W,1.0,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,-79.4826,43.6878,August,Sunday
1257517,Pedestrian,40 to 44,4.0,Other,,,,2011,2011-10-05,829,8,LAWRENCE Aven W,LEDBURY Stre,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4224,43.7208,October,Wednesday
1257535,Passenger,70 to 74,4.0,Other,,,,2011,2011-10-04,1716,17,KIPLING AVE,REDWATER DR,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,-79.5681,43.7148,October,Tuesday
1257763,Driver,65 to 69,3.0,"Automobile, Station Wagon",,,,2011,2011-10-06,1945,19,JANE St,COURAGE Ave,1.0,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5145,43.7448,October,Thursday
1257891,Driver,25 to 29,1.0,"Automobile, Station Wagon",,,,2020,2020-07-07,2030,20,SERGIO MARCHI ST,TORBARRIE RD,2.0,Intersection,Traffic Signal,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5242,43.73,July,Tuesday
1258189,Passenger,20 to 24,3.0,Other,,,,2011,2011-10-10,540,5,KENNEDY RD,FINCH AVE E,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,SMV Other,-79.2965,43.8012,October,Monday
1258190,Vehicle Owner,unknown,,Other,,,,2011,2011-10-10,549,5,F G GARDINER XY Expr E,KIPLING AVE,,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,-79.5134,43.6202,October,Monday
1258191,Driver,20 to 24,1.0,"Automobile, Station Wagon",Yes,,Yes,2011,2011-10-10,437,4,DORIS AVE,NORTHTOWN WAY,3.0,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4127,43.7754,October,Monday
1258248,Driver,50 to 54,1.0,"Automobile, Station Wagon",,,,2011,2011-08-08,1457,14,BIRCHMOUNT RD,BONIS AVE,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.2992,43.7835,August,Monday
1258313,Motorcycle Driver,25 to 29,4.0,Motorcycle,Yes,,,2011,2011-08-12,1430,14,STEELES AVE W,MARKBROOK LANE,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.586,43.76,August,Friday
1258447,Driver,50 to 54,1.0,"Automobile, Station Wagon",,,,2011,2011-08-11,1530,15,BISHOP Aven,KENNETH Aven,2.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.413,43.7823,August,Thursday
1258477,Driver,unknown,1.0,"Automobile, Station Wagon",,,,2011,2011-10-03,640,6,KIPLING Aven,FROST Stre,1.0,Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.5678,43.7141,October,Monday
1258512,Vehicle Owner,unknown,,Other,,,,2011,2011-08-09,1810,18,QUEEN ST E,DALHOUSIE ST,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.3751,43.6533,August,Tuesday
1259013,Vehicle Owner,unknown,,Other,,,,2011,2011-10-14,708,7,2003 BRIMLEY RD,,1.0,Mid-Block,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.2674,43.7862,October,Friday
1259502,Driver,50 to 54,1.0,"Automobile, Station Wagon",,,,2011,2011-08-19,1235,12,QUEEN ST E,RUSHBROOKE AVE,3.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3322,43.6628,August,Friday
1259578,Driver,unknown,1.0,"Automobile, Station Wagon",,,,2011,2011-08-19,2128,21,BLOOR ST W,HARCROFT RD,1.0,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,-79.4728,43.6518,August,Friday
1259602,Driver,40 to 44,1.0,"Automobile, Station Wagon",,,,2011,2011-10-18,548,5,WILSON AVE,ALLINGHAM GDNS,1.0,Intersection,No Control,Clear,"Dark, artificial",Other,Fatal,Pedestrian Collisions,-79.4427,43.7355,October,Tuesday
1259641,Passenger,60 to 64,4.0,Other,,,,2011,2011-10-18,2145,21,DON VALLEY PARKWAY  S,LAWRENCE AVE E,,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,-79.3322,43.7401,October,Tuesday
1259697,Driver,unknown,1.0,"Automobile, Station Wagon",,,,2011,2011-09-28,830,8,BATHURST Stre,REINER Road,1.0,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4376,43.7523,September,Wednesday
1259893,Driver,55 to 59,1.0,"Automobile, Station Wagon",,,,2011,2011-10-19,1946,19,BIRCHMOUNT RD,ALLANFORD RD,1.0,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.295,43.7742,October,Wednesday
1259906,Vehicle Owner,unknown,,Other,,,,2011,2011-10-19,2104,21,YONGE ST,WALLY CROUTER WKWAY Way,1.0,Mid-Block,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.3947,43.6896,October,Wednesday
1260122,Motorcycle Driver,30 to 34,4.0,Motorcycle,,,,2011,2011-08-24,1630,16,DUNDAS ST W,PALMERSTON AVE,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,-79.4084,43.6517,August,Wednesday
1260139,Passenger,75 to 79,5.0,Other,,Yes,,2011,2011-08-23,1050,10,ELLESMERE RD,MCCOWAN RD,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,-79.2514,43.7721,August,Tuesday
1260146,Vehicle Owner,unknown,,Other,,,,2011,2011-10-21,630,6,SPADINA AVE W,KING ST W,1.0,Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian Collisions,-79.3949,43.6454,October,Friday
1260151,Other Property Owner,unknown,,Other,Yes,,,2011,2011-08-23,1742,17,WRIGHT AVE,SAM FRUSTAGLIO DR,4.0,Intersection,No Control,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,SMV Other,-79.5089,43.6993,August,Tuesday
1260223,Motorcycle Driver,35 to 39,4.0,Motorcycle,,,,2011,2011-08-19,1320,13,BATHURST ST,BARTON AVE,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.4123,43.6681,August,Friday
1260759,Driver,unknown,1.0,"Automobile, Station Wagon",,,,2011,2011-10-24,1515,15,QUEEN ST E,HASTINGS AVE,3.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3289,43.6635,October,Monday
1260760,Vehicle Owner,unknown,,Other,,,,2011,2011-10-24,1835,18,EDITH DR,ORCHARD VIEW BLVD,2.0,Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4032,43.7072,October,Monday
1261275,Driver,30 to 34,1.0,"Automobile, Station Wagon",,,,2011,2011-10-26,926,9,SNOWCREST AVE,WYVERN RD,4.0,Intersection,Stop Sign,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.386,43.7918,October,Wednesday
1261319,Driver,65 to 69,1.0,"Automobile, Station Wagon",,,Yes,2011,2011-10-26,1938,19,BATHURST ST,VAUGHAN RD,1.0,Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.4176,43.6816,October,Wednesday
1261321,Passenger,unknown,1.0,Other,,,,2011,2011-10-26,1952,19,QUEENS PARK,QUEENS PARK CRES W,1.0,Mid-Block,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.3932,43.6667,October,Wednesday
1261370,Vehicle Owner,unknown,,Other,,,,2011,2011-08-31,1830,18,SIMCOE ST,WELLINGTON ST W,3.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3855,43.646,August,Wednesday
1261497,Vehicle Owner,unknown,,Other,,,,2011,2011-10-20,1127,11,YONGE ST,ELM ST,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3815,43.6579,October,Thursday
1261536,Driver,25 to 29,4.0,"Automobile, Station Wagon",,,,2011,2011-09-02,2000,20,LAKE SHORE Boul E,CARLAW Aven,1.0,Intersection,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,Turning Movement,-79.3373,43.6549,September,Friday
1261623,Driver,unknown,1.0,"Automobile, Station Wagon",,,,2011,2011-10-12,1300,13,BLOOR Stre W,RUNNYMEDE Road,1.0,,No Control,Clear,Daylight,Other,Non-Fatal Injury,Pedestrian Collisions,-79.4762,43.6511,October,Wednesday
1261658,Driver,55 to 59,1.0,"Automobile, Station Wagon",,Yes,,2011,2011-09-02,1815,18,FINCH Aven W,HIGHWAY 400  N,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,-79.5327,43.754,September,Friday
1261735,Driver,50 to 54,4.0,"Automobile, Station Wagon",,Yes,,2011,2011-09-02,1916,19,DUFFERIN Stre,,1.0,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,-79.4409,43.6729,September,Friday
1262837,Driver,70 to 74,1.0,"Automobile, Station Wagon",,,,2011,2011-11-04,1450,14,DANFORTH Aven,CHISHOLM Aven,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3033,43.6878,November,Friday
1263122,Cyclist,50 to 54,4.0,Bicycle,,,,2011,2011-08-25,1944,19,LAWTON Blvd,WALMSLEY Blvd,4.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.3966,43.693,August,Thursday
1263147,Vehicle Owner,unknown,,Other,,,,2011,2011-11-07,1134,11,DUNDAS ST W,STERLING RD,3.0,Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Cyclist Collisions,-79.4429,43.6506,November,Monday
1263204,Vehicle Owner,unknown,,Other,,,,2011,2011-08-25,803,8,MIDLAND AVE,STEELES AVE E,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.2972,43.8259,August,Thursday
1263273,Driver,45 to 49,1.0,Municipal Transit Bus (TTC),,,,2011,2011-09-08,910,9,DAVENPORT Rd,HAZELTON Ave,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.3947,43.675,September,Thursday
1263305,Other Property Owner,unknown,,Other,,,,2011,2011-09-06,1500,15,MIDLAND AVE,FINCH AVE E,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,-79.286,43.8032,September,Tuesday
1263449,Driver,70 to 74,1.0,"Automobile, Station Wagon",,,,2011,2011-11-08,1950,19,SPADINA AVE,BULWER ST,1.0,Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3965,43.6494,November,Tuesday
1263671,Motorcycle Driver,40 to 44,3.0,Motorcycle,,,,2011,2011-09-10,1834,18,BOTANY HILL RD,PLOVER RD,4.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,-79.2058,43.7753,September,Saturday
1263764,Vehicle Owner,unknown,,Other,Yes,,,2011,2011-11-10,1111,11,DON VALLEY PARKWAY  S,BAYVIEW BLOOR DVP RAMP,,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,SMV Other,-79.3623,43.6823,November,Thursday
1263909,Vehicle Owner,unknown,,Other,Yes,,Yes,2011,2011-11-05,2211,22,KING ST W,BATHURST ST,1.0,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4033,43.6437,November,Saturday
1264083,Driver,45 to 49,1.0,"Automobile, Station Wagon",,,,2011,2011-11-13,1855,18,JANE ST,WILLIAM CRAGG DR,1.0,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5088,43.7219,November,Sunday
1264189,Driver,45 to 49,1.0,"Automobile, Station Wagon",,,,2011,2011-09-13,2122,21,BATHURST St,HERRICK St,1.0,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,-79.4101,43.6626,September,Tuesday
1264317,Driver,80 to 84,1.0,"Automobile, Station Wagon",,,,2011,2011-11-14,1704,17,MILNER Aven,MORNINGSIDE Aven,1.0,Intersection,Traffic Signal,Clear,"Dusk, artificial",Wet,Non-Fatal Injury,Rear End,-79.199,43.8002,November,Monday
1264528,Driver,75 to 79,1.0,"Automobile, Station Wagon",,,,2011,2011-11-15,1045,10,DUNDAS ST W,GRACE ST,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4138,43.6507,November,Tuesday
1264625,Driver,35 to 39,1.0,"Automobile, Station Wagon",,,,2011,2011-11-16,955,9,F G GARDINER ExP E,PARK LAWN RD,,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.4873,43.626,November,Wednesday
1264639,Vehicle Owner,unknown,,Other,,,,2011,2011-11-16,1735,17,DON MILLS RD,OVERLEA BLVD,1.0,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3345,43.7104,November,Wednesday
1264906,Driver,60 to 64,1.0,"Automobile, Station Wagon",,,,2011,2011-09-16,845,8,MIDDLEFIELD RD,PASSMORE AVE,3.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.2651,43.8273,September,Friday
1265142,Driver,50 to 54,1.0,"Automobile, Station Wagon",,,,2011,2011-11-18,1511,15,BATHURST ST,RIDGEWOOD RD,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.4212,43.6907,November,Friday
1265429,Pedestrian,85 to 89,4.0,Other,,,,2011,2011-09-14,1400,14,YONGE Stre,ST MARY Stre,1.0,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3858,43.6679,September,Wednesday
1265520,Driver,70 to 74,4.0,"Automobile, Station Wagon",,,,2011,2011-11-22,2057,20,STONG CRT,JANE ST,2.0,Mid-Block,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,-79.518,43.762,November,Tuesday
1265525,Passenger,30 to 34,1.0,Other,,,,2011,2011-11-22,2145,21,BATHURST ST,BARTON AVE,1.0,Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,-79.4123,43.6681,November,Tuesday
1265542,Motorcycle Driver,30 to 34,4.0,Motorcycle,Yes,,,2011,2011-09-18,120,1,DAVENPORT RD,HURON ST,3.0,Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,-79.4056,43.678,September,Sunday
1265738,Driver,30 to 34,1.0,"Automobile, Station Wagon",,,,2011,2011-11-23,2240,22,DUFFERIN ST,KENNARD AVE,1.0,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4649,43.76,November,Wednesday
1265838,Driver,40 to 44,1.0,"Automobile, Station Wagon",,,,2011,2011-09-19,1955,19,BLACK CREEK DR,TRETHEWEY DR,1.0,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.486,43.6946,September,Monday
1265912,Vehicle Owner,unknown,,Other,,,,2011,2011-11-24,2017,20,DIXON RD,CARLINGVIEW DR,1.0,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5963,43.6867,November,Thursday
1265988,Driver,25 to 29,4.0,"Automobile, Station Wagon",,,,2011,2011-10-31,915,9,LAIRD DR,MILLWOOD RD,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.3605,43.7031,October,Monday
1266099,Vehicle Owner,unknown,,Other,,,,2011,2011-09-17,1320,13,AVENUE Road,BERNARD Aven,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.3962,43.6739,September,Saturday
1266196,Driver,55 to 59,1.0,"Automobile, Station Wagon",,,,2011,2011-11-25,1556,15,KINGSTON Road,RASPBERRY Road,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.1422,43.8014,November,Friday
1266314,Vehicle Owner,unknown,,Other,,,,2011,2011-09-21,2328,23,DANFORTH AVE,COXWELL AVE,1.0,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.3235,43.6833,September,Wednesday
1266347,Driver,25 to 29,1.0,"Automobile, Station Wagon",,,,2011,2011-09-21,2233,22,DUFFERIN Stre,DUNDAS Stre W,3.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,-79.4314,43.6496,September,Wednesday
1266373,Vehicle Owner,unknown,,Other,,,,2011,2011-09-22,1910,19,MOUNT PLEASANT Road,KEEWATIN Aven,1.0,Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,-79.3921,43.7137,September,Thursday
1266407,Driver,30 to 34,1.0,"Automobile, Station Wagon",,,,2011,2011-11-27,0,0,DUNERA Aven,EMCARR Driv,4.0,Intersection,Stop Sign,Rain,Dark,Wet,Non-Fatal Injury,Cyclist Collisions,-79.1956,43.7571,November,Sunday
1266558,Driver,35 to 39,1.0,"Automobile, Station Wagon",,,,2011,2011-09-23,1613,16,HARBORD ST,MAJOR ST,3.0,Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,-79.4047,43.6624,September,Friday
1266571,Driver,50 to 54,1.0,"Automobile, Station Wagon",,,,2011,2011-09-22,936,9,KINGSTON RD,BLANTYRE AVE,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.2807,43.6816,September,Thursday
1266612,Driver,60 to 64,1.0,"Automobile, Station Wagon",,,,2011,2011-09-24,1505,15,BIRMINGHAM Stre,ETTA WYLIE Road,2.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.51,43.6024,September,Saturday
1266689,Driver,65 to 69,1.0,"Automobile, Station Wagon",,,,2011,2011-11-29,1635,16,BIRCHMOUNT RD,BESWICK PARK  CRT,1.0,Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,-79.3131,43.813,November,Tuesday
1266690,Driver,40 to 44,1.0,"Automobile, Station Wagon",,,,2011,2011-11-29,1746,17,DOVEHOUSE AVE,KEELE ST,1.0,Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,-79.4875,43.7496,November,Tuesday
1266936,Driver,70 to 74,1.0,"Automobile, Station Wagon",,,,2011,2011-09-25,130,1,1279 BLOOR St W,,1.0,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4421,43.6584,September,Sunday
1266990,Driver,45 to 49,1.0,"Automobile, Station Wagon",,,,2011,2011-12-01,102,1,JANE ST,ELLIS AVE,1.0,Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,-79.5035,43.7021,December,Thursday
1266995,Driver,65 to 69,1.0,"Automobile, Station Wagon",,,,2011,2011-09-25,1945,19,GRACEDALE Boul,DUNCANWOODS Driv,2.0,Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,-79.5603,43.751,September,Sunday
1267110,Driver,55 to 59,1.0,"Automobile, Station Wagon",,,,2011,2011-09-27,1905,19,16 STORMONT AVE,,4.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4232,43.7197,September,Tuesday
1267111,Driver,unknown,1.0,"Automobile, Station Wagon",,,,2011,2011-11-27,312,3,YONGE ST,SHEPPARD AVE E,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,-79.4108,43.7615,November,Sunday
1267274,Vehicle Owner,unknown,,Other,,,,2011,2011-12-02,1830,18,LAWRENCE AVE E,TOWNLEY AVE,1.0,Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Pedestrian Collisions,-79.3072,43.7426,December,Friday
1267797,Driver,40 to 44,1.0,"Automobile, Station Wagon",,,,2011,2011-09-30,1912,19,LAKE SHORE BLVD W,KIPLING AVE,1.0,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.5168,43.5981,September,Friday
1267808,Driver,50 to 54,1.0,"Automobile, Station Wagon",,,,2011,2011-09-30,1515,15,WELLINGTON ST W,BLUE JAYS WAY,2.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3917,43.6447,September,Friday
1267989,Driver,60 to 64,1.0,"Automobile, Station Wagon",,,,2011,2011-10-03,1609,16,BAY ST,GRENVILLE ST,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.3861,43.662,October,Monday
1267990,Vehicle Owner,unknown,,Other,,,,2011,2011-10-03,1700,17,QUEEN ST E,HILTZ AVE,3.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.3267,43.6639,October,Monday
1268039,Driver,20 to 24,5.0,"Automobile, Station Wagon",,,,2011,2011-10-04,2040,20,BRIMLEY RD,PROGRESS AVE,1.0,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,-79.2631,43.7752,October,Tuesday
1268173,Vehicle Owner,unknown,,Other,,,,2011,2011-12-08,1954,19,SHEPPARD AVE E,VICTORIA PARK AVE,1.0,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3229,43.7752,December,Thursday
1268346,,unknown,1.0,,,,,2011,2011-10-06,2005,20,CROUSE Rd,BIRCHMOUNT Rd,4.0,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.2835,43.7403,October,Thursday
1268357,Driver,unknown,1.0,"Automobile, Station Wagon",,,,2011,2011-10-30,2000,20,DANFORTH AVE,AUGUST AVE,1.0,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.281,43.6928,October,Sunday
1268378,Driver,25 to 29,1.0,"Automobile, Station Wagon",,,,2011,2011-12-03,353,3,960 WARDEN Ave,,1.0,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,-79.2904,43.7347,December,Saturday
1268545,Passenger,10 to 14,1.0,Other,,,,2011,2011-11-26,1235,12,EGLINTON AVE E,FORMAN AVE,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3861,43.7091,November,Saturday
1269009,Driver,65 to 69,1.0,"Automobile, Station Wagon",,,,2011,2011-10-07,1010,10,GREENWIN VILLAGE Road,BISON Driv,2.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.444,43.7908,October,Friday
1269063,Pedestrian,20 to 24,4.0,Other,,,,2011,2011-10-07,14,0,ISLINGTON AVE,BERGAMOT AVE,1.0,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5559,43.7169,October,Friday
1269088,Driver,unknown,1.0,"Automobile, Station Wagon",,,,2011,2011-11-29,1900,19,STEELES AVE E,MARKHAM RD,1.0,Intersection,Traffic Signal,Rain,"Dusk, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,-79.2511,43.8365,November,Tuesday
1269208,Motorcycle Driver,30 to 34,4.0,Motorcycle,,,,2011,2011-10-08,1310,13,ST GEORGES Blvd,YORK Rd,4.0,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,-79.5537,43.7022,October,Saturday
1269435,Driver,75 to 79,4.0,"Automobile, Station Wagon",,,,2011,2011-10-11,1815,18,DANFORTH AVE,EUSTON AVE,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.3377,43.6803,October,Tuesday
1269531,Driver,60 to 64,1.0,"Automobile, Station Wagon",,,,2011,2011-10-12,1214,12,YONGE ST,BALLIOL ST,1.0,Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.3964,43.6973,October,Wednesday
1269584,Vehicle Owner,unknown,1.0,Other,,Yes,,2011,2011-10-13,1830,18,KEELE ST,GRANDRAVINE DR,1.0,Intersection,Traffic Signal,Clear,Dusk,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4881,43.752,October,Thursday
1269733,Driver,50 to 54,1.0,"Automobile, Station Wagon",,,,2011,2011-10-09,853,8,STEELES Aven E,WARDEN Aven,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3243,43.8196,October,Sunday
1269753,Driver,25 to 29,1.0,"Automobile, Station Wagon",,,,2011,2011-10-09,1659,16,WESTACRES Driv,KEELE Stre,1.0,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4748,43.6949,October,Sunday
